䫼	hyut3
䫽	pau1
䫾	bik1
䫿	ciu1
䬀	zaau1
䬁	naa5
䬂	zyut6
䬃	sap3
䬄	syu3
䬅	lik6
䬆	leot6
䬇	waat6
䬈	deoi3
䬉	waak6
䬊	saap3
䬋	ling4
䬌	paau1
䬍	fat1
䬎	gwok3
䬏	faau2
䬐	waai2
䬑	waai6
䬒	saau1
䬓	aam3
䬔	zyu4
䬕	hoeng1
䬖	waang4
䬗	zoeng4
䬘	gwik1
䬙	ziu4
䬚	fan3
䬛	bit1
䬜	ci1
䬝	waang4
䬞	tou4
䬟	lau4
䬠	fei1
䬡	zyu3
䬢	tou1
䬣	hei3
䬤	zan3
䬥	zi3
䬦	dau3
䬧	zyun4
䬨	gaau3
䬩	zai1
䬪	bok3
䬫	tai4
䬬	zoeng1
䬭	tou1
䬮	zi4
䬯	nim1
䬰	dou6
䬱	baan6
䬲	ngaau1
䬳	ban2
䬴	mut3
䬵	at3
䬶	on3
䬷	se2
䬸	caan1
䬹	zaat6
䬺	seoi1
䬻	zaan1
䬼	zyun1
䬽	deoi3
䬾	daai3
䬿	mei5
䭀	seon3
䭁	zai3
䭂	zaap1
䭃	zaam5
䭄	si6
䭅	wu4
䭆	neot6
䭇	zit3
䭈	gin1
䭉	saau1
䭊	zing2
䭋	baau2
䭌	wu4
䭍	fu4
䭎	zip6
䭐	seoi1
䭑	lim4
䭒	sik1
䭓	neot6
䭔	deoi1
䭕	cim3
䭖	zyu3
䭗	zing2
䭘	zing2
䭙	gaan2
䭚	cong4
䭛	dam6
䭝	kui2
䭞	zik6
䭟	zip6
䭠	haam2
䭡	neoi6
䭢	ning4
䭣	ci4
䭤	hin2
䭥	zoeng6
䭦	bok3
䭧	mei5
䭨	seoi3
䭩	mo1
䭪	loeng4
䭫	kai2
䭬	kai2
䭭	saau2
䭮	bau1
䭯	but6
䭰	bung2
䭱	bit6
䭲	zi2
䭳	ngai6
䭴	man5
䭵	faan4
䭶	kei4
䭷	mou4
䭸	fu6
䭹	ngong4
䭺	ngong4
䭻	fan1
䭼	kei4
䭽	gwok3
䭾	to4
䭿	zaat6
䮀	but6
䮁	pin4
䮂	but6
䮃	keoi1
䮄	zyun1
䮆	baai6
䮇	wat6
䮈	ci4
䮉	leoi4
䮊	zi4
䮋	lit6
䮌	zaau1
䮍	niu5
䮎	hei1
䮏	ng4
䮐	gwing1
䮑	jyut3
䮒	pei1
䮓	coek3
䮔	zeoi2
䮕	zyut3
䮖	coeng1
䮗	ngan6
䮘	zi4
䮙	gwik1
䮚	ling6
䮛	fu6
䮜	cap3
䮝	wan4
䮞	ceon2
䮟	sau1
䮠	bik1
䮡	bei3
䮢	dip6
䮣	song1
䮤	hok6
䮥	lik6
䮦	giu1
䮧	hon4
䮨	zoi2
䮩	gwaat1
䮪	sing4
䮫	laau4
䮬	maak6
䮭	mik6
䮮	mak6
䮯	ngou6
䮰	zaak6
䮱	zuk6
䮲	wong4
䮳	faan4
䮴	dang6
䮵	tung4
䮷	duk6
䮸	aak1
䮹	kyut3
䮺	zai1
䮻	tou2
䮼	leon4
䮽	biu1
䮾	pong4
䮿	gin2
䯀	nip6
䯁	leoi4
䯂	san1
䯃	ngon1
䯄	waa1
䯅	nip6
䯆	zik6
䯇	gwaat6
䯈	hin2
䯉	at3
䯊	kaa3
䯋	bok6
䯌	hau1
䯍	ling4
䯎	gon3
䯏	gwaat3
䯐	hai4
䯑	hong4
䯒	hang4
䯓	kwaai4
䯔	zaak3
䯕	ting1
䯖	long4
䯗	bei1
䯘	wun6
䯙	pak3
䯚	zing1
䯛	wun2
䯜	tik1
䯝	seoi5
䯞	kwaa1
䯟	deoi6
䯠	faau2
䯡	gim3
䯢	mo1
䯣	waai2
䯤	kui2
䯥	zaap1
䯦	maa3
䯧	at3
䯨	hau1
䯪	haau2
䯫	hou6
䯬	do2
䯭	cim1
䯮	naang4
䯯	seoi1
䯰	gaai3
䯱	pei4
䯲	baa1
䯳	sung1
䯴	coeng4
䯵	zit6
䯶	man4
䯷	sung1
䯸	ci3
䯹	cim1
䯺	kut3
䯻	gai3
䯼	dik6
䯽	fu1
䯾	tiu4
䯿	cyut3
䰀	wo2
䰁	fai3
䰂	coi3
䰃	bong2
䰄	soi1
䰅	sou1
䰆	zaau4
䰇	kei4
䰈	co1
䰉	ban1
䰊	bok3
䰋	man4
䰌	zung2
䰍	zaau1
䰎	waai2
䰏	zaai3
䰐	laam4
䰑	siu1
䰒	mung4
䰓	min4
䰔	pun4
䰕	lou4
䰖	cyun4
䰗	gau1
䰘	gau2
䰙	gaan1
䰚	man4
䰛	lik6
䰜	lik6
䰝	zang6
䰞	zyu2
䰟	waan4
䰠	saan1
䰡	ci3
䰢	haang3
䰣	wong5
䰤	dung1
䰥	waak6
䰦	paai2
䰧	bou6
䰨	mei6
䰩	ci2
䰪	mei6
䰫	caau1
䰬	gwaat1
䰭	zyu4
䰯	zi5
䰰	naau6
䰱	ling4
䰲	at3
䰴	gat1
䰵	zi1
䰷	pang5
䰸	gung1
䰹	caak6
䰺	gaai3
䰻	zyu4
䰼	cam4
䰽	bui3
䰾	baa1
䰿	to4
䱀	ong3
䱁	kiu4
䱂	zaau2
䱃	dit6
䱄	gaai3
䱆	sing4
䱇	sin5
䱈	kei4
䱉	sin5
䱊	mai5
䱋	daam2
䱌	zi4
䱍	gang2
䱎	gang2
䱏	daau6
䱐	fu1
䱑	haap6
䱒	zaap1
䱓	ting4
䱔	tiu4
䱕	mau4
䱖	laau4
䱗	caan1
䱘	lei4
䱙	suk1
䱚	luk6
䱛	gwik1
䱜	cok3
䱝	paai4
䱞	noi6
䱟	goeng3
䱠	zaan6
䱡	guk1
䱢	zang1
䱣	cyut3
䱤	haam6
䱥	dai3
䱨	cit3
䱫	laat6
䱬	seoi1
䱭	gang2
䱮	ngak6
䱯	mou4
䱰	ceoi4
䱱	tai4
䱲	zyun4
䱳	zin1
䱴	gaang2
䱵	zung1
䱶	long4
䱷	zyu4
䱸	caau1
䱹	caa4
䱺	haai4
䱻	gwaat1
䱼	zin2
䱽	coeng1
䱾	laau1
䱿	caam3
䲀	zi3
䲁	to5
䲂	syun4
䲃	zou2
䲄	maan5
䲅	kwai1
䲆	sou1
䲉	si1
䲊	to5
䲋	sam4
䲌	fun2
䲍	tang4
䲏	lou4
䲐	lou5
䲑	zeoi4
䲒	hai5
䲓	zim5
䲔	goeng1
䲕	pou2
䲖	caa1
䲗	haam4
䲘	gun2
䲙	zit3
䲚	lai6
䲛	mung4
䲜	zip6
䲝	ceoi2
䲞	lap6
䲟	zaan3
䲠	ceon1
䲡	cau1
䲢	tang4
䲣	zyu4
䲤	zau2
䲥	gau1
䲦	daai6
䲧	caau4
䲨	hung4
䲩	si1
䲪	hei3
䲫	gaau1
䲬	gan1
䲭	ci1
䲮	zyun4
䲯	gaap6
䲰	wan6
䲱	fong2
䲲	gung1
䲳	hong4
䲴	zam6
䲵	zoek3
䲷	niu5
䲸	gaai3
䲹	pei4
䲺	gam3
䲻	zyun4
䲼	saang1
䲽	sek6
䲾	haau2
䲿	ci4
䳀	dit6
䳁	bat6
䳂	diu1
䳃	zyun1
䳄	ci1
䳅	zi2
䳆	baak6
䳇	mou2
䳈	bou2
䳉	dam1
䳊	baat6
䳋	tung4
䳌	gyun1
䳍	gung1
䳎	haau6
䳏	gwaai3
䳐	ci3
䳑	zuk1
䳒	zyun4
䳓	lou5
䳔	guk1
䳕	faau4
䳖	nip6
䳗	ngo4
䳘	ngo4
䳙	sing2
䳚	hon2
䳛	an3
䳜	tou4
䳝	faau2
䳞	bang1
䳟	ming4
䳠	seoi4
䳡	zeoi1
䳢	hei1
䳣	zyun1
䳤	bit3
䳦	hyun1
䳧	haau4
䳨	wong4
䳩	ziu1
䳪	teon1
䳫	kwai4
䳬	aa3
䳭	zik1
䳮	maak6
䳯	cung4
䳰	bou2
䳱	mou6
䳲	zan3
䳳	hyut3
䳴	dap6
䳵	cik1
䳶	gaai1
䳷	cung4
䳸	maa4
䳹	kaau3
䳺	aam1
䳻	caam4
䳼	aau1
䳽	hok6
䳾	dang1
䳿	zin4
䴀	tung4
䴁	zyu6
䴂	zoeng6
䴃	nau4
䴄	seon3
䴅	fan4
䴆	buk6
䴇	ling4
䴈	ou2
䴉	syun4
䴊	faan3
䴋	syun4
䴌	mung4
䴍	ang1
䴎	leoi5
䴏	zin3
䴐	bou2
䴑	dip6
䴒	ling4
䴓	si1
䴔	gaau1
䴕	lit6
䴖	zing1
䴗	gwik1
䴘	taai1
䴙	pik1
䴚	gong1
䴛	siu1
䴜	gwaat3
䴝	cai3
䴞	dik6
䴟	wun4
䴠	ou2
䴡	lai6
䴢	mei4
䴣	fu1
䴤	saang1
䴥	gaa1
䴦	ngaan4
䴧	wai1
䴩	piu4
䴪	luk6
䴫	ling4
䴬	zik6
䴭	co3
䴮	saan3
䴯	fat1
䴰	suk6
䴱	do2
䴲	mut6
䴳	wat6
䴴	tip3
䴵	bing2
䴶	leot6
䴷	wan4
䴸	fu1
䴹	gwo2
䴺	bou6
䴻	lei4
䴼	can2
䴽	bei1
䴾	co4
䴿	mung4
䵀	so2
䵁	coeng1
䵂	zak6
䵃	kwong3
䵄	fung1
䵅	ngou4
䵆	mung4
䵇	sam1
䵈	guk1
䵉	tau4
䵊	teon1
䵋	fui2
䵌	cim1
䵍	tan1
䵎	caau3
䵏	lou5
䵐	zin2
䵑	nik1
䵒	nik1
䵓	laai4
䵔	dung2
䵕	geoi3
䵖	gin3
䵗	fuk6
䵘	sai3
䵙	zaa1
䵚	ceoi4
䵛	gin3
䵜	nung2
䵝	zi3
䵞	king4
䵟	gon2
䵠	coek3
䵡	gan2
䵢	maa3
䵣	daat3
䵤	gan2
䵥	wat1
䵦	ce5
䵧	zoi3
䵨	mong4
䵩	lai4
䵪	gwan3
䵫	fan1
䵬	daap6
䵭	kei4
䵮	soeng1
䵯	teoi3
䵰	soeng1
䵱	sik1
䵲	ciu1
䵳	waai3
䵴	zaan6
䵵	zat3
䵶	keoi4
䵷	waa1
䵸	caau1
䵹	zi1
䵺	ding2
䵻	waai6
䵼	soeng1
䵽	cat6
䵾	fu4
䵿	nim1
䶀	dap6
䶁	dap6
䶂	zoek3
䶃	ham4
䶄	ping4
䶅	kok3
䶆	ceoi4
䶇	zau6
䶈	bok3
䶉	lau4
䶊	nuk6
䶋	kaap1
䶌	paau3
䶍	tai3
䶎	hot3
䶏	taai1
䶐	fai3
䶑	tai3
䶒	cai4
䶓	caap1
䶔	ci4
䶕	baa1
䶖	gaam3
䶗	hap3
䶘	laap6
䶙	geoi6
䶚	geoi2
䶛	laat6
䶜	guk1
䶝	haap1
䶞	kei4
䶟	haam6
䶠	gaam1
䶡	saat6
䶢	gaam1
䶣	goi1
䶤	waa4
䶥	zeoi2
䶦	zak3
䶧	ngau5
䶨	tam4
䶩	caai1
䶪	caat3
䶫	zim6
䶬	gin1
䶮	zim5
䶯	gwaai1
䶰	ziu1
䶱	tung4
䶲	zim4
䶳	zoek6
䶴	ceoi1
䶵	ci4
丁	ding1
七	cat1
丄	soeng5
丅	ti1
万	maan6
丈	zoeng6
三	saam7
上	soeng5
下	haa6
丌	gei1
不	bat1
与	jyu5
丏	min5
丐	koi3
丑	cau2
丒	cau2
专	zyun1
且	ce2
丕	pei1
世	sai3
丗	sai3
丘	jau1
丙	bing2
业	jip6
丛	cung4
东	dung1
丝	si1
丞	sing4
丟	diu1
両	loeng5
丢	diu1
丣	jau5
两	loeng5
严	jim4
並	bing6
丧	song3
丨	jat1
丩	gau2
个	go3
丫	aa1
丬	baan6
中	zung1
丯	gaai3
丰	fung1
丱	gwaan3
串	cyun3
丳	caan2
临	lam4
丶	zyu2
丷	baat3
丸	jyun2
丹	daan1
为	wai4
主	zyu2
丼	zeng2
丽	lai6
举	geoi2
丿	pit3
乀	pit3
乂	ngaai6
乃	naai5
久	gau2
乆	gau2
乇	tok3
么	mo1
义	ji6
之	zi1
乌	wu1
乍	zaa3
乎	fu4
乏	fat6
乐	lok6
乑	zung3
乒	bing1
乓	bam1
乔	kiu4
乕	fu2
乖	gwaai1
乗	sing4
乘	sing4
乙	jyut6
乚	hou4
乛	jyut6
乜	mat1
九	gau2
乞	hat1
也	jaa5
习	zaap6
乡	hoeng1
乢	goi3
乣	gau2
书	syu1
乨	ci2
乩	gei1
乪	kek6
买	maai5
乱	lyun6
乳	jyu5
乵	zeon3
乸	naa2
乹	gon1
乾	gon1
乿	lyun6
亀	gwai1
亁	gon1
亂	lyun6
亄	ji4
亅	kyut3
了	liu5
亇	go3
予	jyu5
争	zang1
事	si6
二	ji6
亍	cuk1
于	jyu1
亏	kwai1
亐	jyu1
云	wan4
互	wu6
亓	kei4
五	ng5
井	zeng2
亘	gang2
亙	gang2
亚	ngaa3
些	se1
亜	ngaa3
亞	ngaa3
亟	gik1
亠	tau4
亡	mong4
亢	kong3
亣	daai6
交	gaau1
亥	hoi6
亦	jik6
产	caan2
亨	hang1
亩	mau5
享	hoeng2
京	ging1
亭	ting4
亮	loeng6
亲	can1
亳	bok3
亵	sit3
亶	taan2
亷	lim4
亸	do2
亹	mei5
人	jan4
亻	jan4
亼	zaap6
亽	zaap6
亿	jik1
什	sam6
仁	jan4
仂	lak6
仃	ding1
仄	zak1
仅	gan2
仆	buk6
仇	sau4
仉	zoeng2
今	gam1
介	gaai3
仍	jing4
从	cung4
仏	fat6
仑	leon4
仓	cong1
仔	zai2
仕	si6
他	taa1
仗	zoeng6
付	fu6
仙	sin1
仝	tung4
仞	jan6
仟	cin1
仡	gaak3
代	doi6
令	ling6
以	ji5
仨	saam1
仪	ji4
仫	muk6
们	mun4
仭	jan6
仮	gaa3
仰	joeng5
仲	zung6
仳	pei2
仵	ng5
件	gin6
价	gaa3
仸	jiu2
任	jam6
份	fan6
仿	fong2
伀	zung1
企	kei5
伃	jyu4
伅	deon6
伈	sam2
伉	kong3
伊	ji1
伋	kap1
伍	ng5
伎	gei6
伏	fuk6
伐	fat6
休	jau1
伒	gan3
伕	fu1
众	zung3
优	jau1
伙	fo2
会	wui2
伛	jyu2
伜	ceoi3
伝	cyun4
伞	saan3
伟	wai5
传	cyun4
伢	ngaa4
伣	jin5
伤	soeng1
伥	coeng1
伦	leon4
伧	caang4
伨	seon1
伩	man1
伪	ngai6
伫	cyu5
伭	jyun4
伮	nou4
伯	baak3
估	gu2
伱	nei5
伲	nei5
伳	sit3
伴	bun6
伶	ling4
伷	zau6
伸	san1
伹	ceoi1
伺	zi6
伻	ping1
似	ci5
伽	gaa1
伾	pei1
佁	ji4
佂	zing1
佃	din6
佅	mui6
但	daan6
佇	cyu5
佈	bou3
佉	keoi1
佋	siu6
佌	ci2
位	wai2
低	dai1
住	zyu6
佐	zo3
佑	jau6
佒	joeng2
体	tai2
佔	zim3
何	ho4
佖	bit1
佗	taa4
佘	se4
余	jyu4
佚	jat6
佛	fat6
作	zok3
佝	kau3
佞	ning6
佟	tung4
你	nei5
佡	sin1
佢	keoi5
佣	jung4
佤	ngaa5
佥	cim1
佧	kaa1
佩	pui3
佪	wui4
佬	lou2
佮	tap1
佯	joeng4
佰	baak3
佱	faat3
佲	ming5
佳	gaai1
佴	ji6
併	bing3
佶	gat1
佷	han2
佸	kut3
佹	gwai2
佺	cyun4
佻	tiu1
佼	gaau2
佽	ci3
佾	jat6
使	sai2
侀	jing4
侁	san1
侂	tok3
侃	hon2
侄	zat6
侅	goi1
來	loi4
侇	ji4
侈	ci2
侉	kwaa2
侊	gwong1
例	lai6
侍	si6
侏	zyu1
侐	gwik1
侑	jau6
侔	mau4
侖	leon4
侗	dung6
侘	caa3
侚	seon1
供	gung1
侜	zau1
依	ji1
侠	hap6
価	gaa3
侢	daai3
侣	leoi5
侥	hiu1
侦	zing1
侧	zak1
侨	kiu4
侩	kui2
侪	caai4
侫	ning6
侬	nung4
侮	mou5
侯	hau4
侰	kwan3
侲	zan3
侳	co3
侴	cau2
侵	cam1
侶	leoi5
侷	guk6
侹	ting2
侻	tyut3
侽	naam4
便	bin6
俁	jyu5
係	hai6
促	cuk1
俄	ngo4
俅	kau4
俇	gwaang6
俈	guk1
俉	ng6
俊	zeon3
俋	jap1
俌	fu6
俍	loeng4
俎	zo2
俏	ciu3
俐	lei6
俑	jung2
俓	ging3
俔	jin5
俗	zuk6
俘	fu1
俙	hei1
俚	lei5
俛	fu2
俜	ping1
保	bou2
俞	jyu4
俟	kei4
俠	hap6
信	seon3
俣	jyu5
俤	dai6
俥	ce1
俦	cau4
俨	jim5
俩	loeng5
俪	lai6
俬	si1
俭	gim6
修	sau1
俯	fu2
俰	wo6
俱	keoi1
俲	haau6
俳	paai4
俴	cin5
俵	biu2
俶	cuk1
俷	fai3
俸	fung2
俹	aa3
俺	jim3
俻	bei6
俽	jan1
俾	bei2
倀	coeng1
倂	bing3
倃	gau6
倅	ceoi3
倆	loeng5
倇	jyun2
倈	loi4
倉	cong1
個	go3
倌	gun1
倍	pui5
倏	suk1
倐	suk1
們	mun4
倒	dou2
倓	taam4
倔	gwat6
倕	seoi4
倖	hang6
倗	paang4
倘	soeng4
候	hau6
倚	ji2
倛	gei1
倜	tik1
倞	ging6
借	ze3
倠	seoi1
倡	coeng1
倢	zip3
倣	fong2
値	zik6
倥	hung1
倦	gyun6
倧	zung1
倨	geoi3
倩	sin6
倪	ngai4
倫	leon4
倬	coek3
倭	wai1
倮	lo2
倱	wan6
倳	si6
倴	ban6
倶	geoi1
倷	noi6
倹	gim6
债	zaai3
倻	gaa1
值	zik6
倾	king1
偀	jing1
偁	cing1
偃	jin2
偅	zung2
偆	ceon2
假	gaa3
偈	gai2
偉	wai5
偊	geoi2
偋	ping2
偌	je6
偍	tai4
偎	wui1
偏	pin1
偓	ak1
偕	gaai1
偖	ce2
偘	hon2
做	zou6
停	ting4
偝	bui3
偞	jip6
偟	wong4
偠	jiu5
偡	zaam3
偢	cau1
健	gin6
偦	seoi2
偨	ci1
偩	fu6
偪	bik1
偫	doi6
偬	zung2
偭	min5
偯	ji2
偰	sit3
偲	si1
偳	zeoi3
側	zak1
偵	zing1
偶	ngau5
偷	tau1
偸	tau1
偺	zaa1
偻	lau4
偽	ngai6
偾	fan5
偿	soeng4
傀	faai3
傁	sau2
傂	zi6
傃	sou3
傅	fu6
傈	leot6
傋	gau3
傌	maa6
傍	bong6
傎	din1
傐	hou6
傑	git6
傒	hai4
傔	him3
傕	gok3
傖	caang4
傘	saan3
備	bei6
傚	haau6
傛	jung4
傜	jiu4
傝	daap3
傞	co1
傢	gaa1
傣	ji4
傥	tong2
傦	gwat1
傧	ban3
储	cyu5
傩	no4
催	ceoi1
傭	jung4
傮	cou4
傯	zung2
傱	sung2
傲	ngou6
傳	cyun4
傴	jyu2
債	zaai3
傶	cau3
傷	soeng1
傺	cai3
傻	so4
傼	hon3
傽	zoeng1
傾	king1
傿	jin1
僁	sik1
僂	lau4
僄	piu3
僅	gan2
僆	leng1
僇	luk6
僈	maan6
僉	cim1
僊	sin1
働	dung6
僎	syun2
像	zoeng6
僐	sin6
僑	kiu4
僓	teoi4
僔	zyun2
僕	buk6
僖	hei1
僗	lou4
僙	gwong1
僚	liu4
僛	hei1
僝	caan4
僞	ngai6
僟	gei1
僡	wai6
僣	zim2
僤	daan1
僥	hiu1
僦	zau6
僧	zang1
僨	fan5
僩	haan5
僬	ziu1
僭	cim3
僮	tung4
僰	baak6
僱	gu3
僳	suk1
僴	haan5
僵	goeng1
僶	man5
僸	gam3
價	gaa3
僻	pik1
僼	fung1
僽	zau3
僾	oi2
僿	si1
儀	ji4
儁	zeon3
儂	nung4
儃	cin4
億	jik1
儆	ging2
儇	hyun1
儈	kui2
儉	gim6
儊	co2
儋	daam1
儌	giu1
儍	so4
儎	zoi3
儐	ban3
儒	jyu4
儓	toi4
儔	cau4
儕	caai4
儗	hoi3
儘	zeon6
儚	mung5
儜	ning4
償	soeng4
儠	lip6
儡	leoi5
儢	leoi5
儤	bou3
儥	juk6
儦	biu1
儩	ci3
優	jau1
儫	hou4
儭	can3
儱	lung5
儲	cyu5
儳	caam3
儴	joeng4
儵	suk1
儷	lai6
儸	lo4
儹	zaan2
儺	no4
儻	tong2
儼	jim5
儽	leoi4
儿	ji4
兀	ngat6
允	wan5
兂	zaam1
元	jyun4
兄	hing1
充	cung1
兆	siu6
兇	hung1
先	sin1
光	gwong1
克	hak1
兌	deoi3
免	min5
兎	tou3
児	ji4
兑	deoi3
兒	ji4
兔	tou3
兕	zi6
兖	jin5
兗	jin5
党	dong2
兜	dau1
兟	san1
兠	dau1
兢	ging1
入	jap6
兦	mong4
內	noi6
全	cyun4
兩	loeng5
兪	jyu6
八	baat3
公	gung1
六	luk6
兮	hai4
兰	laan4
共	gung6
兲	tin1
关	gwaan1
兴	hing1
兵	bing1
其	kei4
具	geoi6
典	din2
兹	zi1
养	joeng5
兼	gim1
兽	sau3
冀	kei3
冁	cin2
冂	gwing1
冃	mou6
内	noi6
円	jyun4
冇	mou5
冈	gong1
冉	jim5
冊	caak3
冋	gwing2
册	caak3
再	zoi3
冏	gwing2
冑	zau6
冒	mou6
冓	gau3
冔	heoi2
冕	min5
冖	mik6
冗	jung2
冘	jam4
写	se2
冚	kam2
军	gwan1
农	nung4
冞	mei4
冠	gun1
冢	cung2
冤	jyun1
冥	ming5
冧	lam3
冨	fu3
冩	se2
冪	mik6
冫	bing1
冬	dung1
冮	gong1
冯	fung4
冰	bing1
冱	wu6
冲	cung1
决	kyut3
冴	wu6
况	fong3
冶	je5
冷	laang5
冸	pun3
冹	bat1
冻	dung3
冼	sin2
冽	lit6
净	zeng6
凃	tou4
凄	cai1
准	zeon2
凇	sung1
凈	zeng6
凉	loeng4
凊	zing6
凋	diu1
凌	ling4
凍	dung3
凎	gam3
减	gaam2
凑	cau3
凒	ngoi2
凓	leot6
凔	cong1
凘	si1
凛	lam5
凜	lam5
凝	jing4
凟	duk6
几	gei2
凡	faan4
凢	faan4
凤	fung6
処	cyu2
凫	fu4
凭	pang4
凯	hoi2
凰	wong4
凱	hoi2
凳	dang3
凴	pang4
凵	ham1
凶	hung1
凸	dat6
凹	lap1
出	ceot1
击	gik1
凼	tam5
函	haam4
凾	haam4
凿	zok6
刀	dou1
刁	diu1
刂	dou1
刃	jan6
刅	cong1
分	fan1
切	cit3
刈	ngaai6
刉	gei1
刊	hon1
刋	hon2
刌	cyun2
刍	co1
刎	man5
刑	jing4
划	waak6
刓	jyun4
刖	jyut6
列	lit6
刘	lau4
则	zak1
刚	gong1
创	cong3
刜	fat1
初	co1
刟	diu1
删	saan1
判	pun3
別	bit6
刦	gip3
刧	gip3
刨	paau4
利	lei6
刪	saan1
别	bit6
刬	caan2
刭	ging2
刮	gwaat3
到	dou3
刱	cong1
刲	gwai1
刳	fu1
刴	do2
刵	ji5
制	zai3
刷	caat3
券	hyun3
刹	saat3
刺	ci3
刻	hak1
刼	gip3
刽	kui2
刿	gwai3
剀	hoi2
剁	do2
剂	zai1
剃	tai3
剄	ging2
則	zak1
剉	co3
削	soek3
剋	hak1
剌	laat6
前	cin4
剎	saat3
剏	cong3
剐	waa2
剑	gim3
剒	co4
剔	tik1
剕	fei6
剖	fau2
剗	caan2
剙	cong3
剚	si6
剛	gong1
剜	wun1
剝	mok1
剞	gei1
剟	zyut1
剠	loek6
剡	jim5
剣	gim3
剤	zai1
剥	mok1
剦	jim1
剧	kek6
剨	waak6
剩	zing6
剪	zin2
剫	dok6
剬	dyun1
剭	nguk1
剮	waa2
副	fu3
剰	zing6
割	got3
剳	zaap3
剴	hoi2
創	cong3
剷	caan2
剸	tyun4
剹	luk6
剺	lai5
剽	piu5
剿	ziu2
劀	gwaat3
劁	ciu1
劂	gyut3
劃	waak6
劄	zaap3
劇	kek6
劈	pek3
劉	lau4
劊	kui2
劌	gwai3
劍	gim3
劏	tong1
劐	fok3
劑	zai1
劓	ji6
劔	gim3
劖	caam4
劗	zin2
劘	mo4
劙	lai5
劚	zuk1
力	lik6
劝	hyun3
办	baan6
功	gung1
加	gaa1
务	mou6
劢	maai6
劣	lyut3
劤	ging6
劦	hip3
动	dung6
助	zo6
努	nou5
劫	gip3
劬	keoi4
劭	siu6
劮	jat6
励	lai6
劲	ging6
劳	lou4
労	lou4
劵	hyun3
効	haau6
劻	hong1
劼	kit3
劾	hat6
势	sai3
勁	ging6
勃	but6
勄	man5
勅	cik1
勇	jung5
勉	min5
勋	fan1
勌	gyun6
勍	king4
勐	maang5
勑	cik1
勒	lak6
勔	min5
動	dung6
勖	huk1
勗	huk1
勘	ham1
務	mou6
勚	ji6
勛	fan1
勝	sing3
勞	lou4
募	mou6
勠	luk6
勡	piu3
勢	sai3
勣	zik1
勤	kan4
勦	caau1
勧	hyun3
勩	jai6
勯	daan1
勰	hip6
勱	maai6
勲	fan1
勳	fan1
勴	leoi6
勵	lai6
勷	joeng4
勸	hyun3
勹	baau1
勺	soek3
勻	wan4
勼	gau1
勽	bou6
勾	ngau1
勿	mat6
匀	wan4
匁	jan6
包	baau1
匆	cung1
匈	hung1
匉	paang1
匊	guk1
匋	tou4
匍	pou4
匏	paau4
匐	baak6
匑	kung4
匒	daap3
匕	bei2
化	faa3
北	bak1
匙	si4
匚	fong1
匜	ji4
匝	zaap3
匟	kong3
匠	zoeng6
匡	hong1
匣	haap6
匤	kuk1
匦	gwai2
匧	haap6
匪	fei2
匬	jyu6
匭	gwai2
匮	gwai6
匯	wui6
匰	daan1
匱	gwai6
匲	lim4
匳	lim4
匴	syun2
匵	duk6
匸	hai2
匹	pat1
区	keoi1
医	ji1
匼	hap1
匽	jin2
匾	bin2
匿	nik1
區	keoi1
十	sap6
卂	seon3
千	cin1
卄	jaa6
卅	saa1
卆	zeot1
升	sing1
午	ng5
卉	wai2
半	bun3
卋	sai3
卌	se3
卍	maan6
华	waa4
协	hip3
卑	bei1
卒	zeot1
卓	coek3
協	hip3
单	daan1
卖	maai6
南	naam4
単	daan1
博	bok3
卛	leot6
卜	buk1
卝	hung3
卞	bin6
卟	buk1
占	zim3
卡	kaa1
卢	lou4
卣	jau5
卤	lou5
卦	gwaa3
卧	ngo6
卩	zit3
卪	zit3
卫	wai6
卬	joeng5
卭	kung4
卮	zi1
卯	maau5
印	jan3
危	ngai4
卲	siu6
即	zik1
却	koek3
卵	leon2
卷	gyun2
卸	se3
卹	seot1
卺	gan2
卻	koek3
卼	ngat6
卽	zik1
卾	ngok6
卿	hing1
厂	cong2
厄	aak1
厅	teng1
历	lik6
厉	lai6
厊	aa2
压	ngaat3
厌	jim3
厍	se3
厎	zi2
厏	zaa3
厐	pong4
厓	ngaai4
厔	zat6
厕	ci3
厖	mong4
厘	lei4
厙	se3
厚	hau5
厜	ceoi1
厝	cou3
厞	fei6
原	jyun4
厠	ci3
厢	soeng1
厣	jim2
厤	lik6
厥	kyut3
厦	haa6
厨	cyu4
厩	gau3
厪	gan2
厫	ngou4
厬	gwai2
厭	jim3
厮	si1
厰	cong2
厲	lai6
厳	jim4
厴	jim2
厶	mau5
厷	gwang1
厹	kau2
去	heoi3
县	jyun2
叁	saam1
参	sam1
參	sam1
叄	caam1
叅	caam1
又	jau6
叉	caa1
及	kap6
友	jau5
双	soeng1
反	faan2
収	sau1
叐	bat6
发	faat3
叒	joek6
叔	suk1
取	ceoi2
受	sau6
变	bin3
叙	zeoi6
叚	gaa2
叛	bun6
叟	sau2
叠	dip6
叡	haai6
叢	cung4
口	hau2
古	gu2
句	geoi3
另	ling6
叨	dou1
叩	kau3
只	zi2
叫	giu3
召	ziu6
叭	baa1
叮	ding1
可	ho2
台	toi4
叱	cik1
史	si2
右	jau6
叴	kau4
叵	po2
叶	jip6
号	hou6
司	si1
叹	taan3
叻	lek1
叼	diu1
叽	gei1
